record_id,total_inflow_btc,total_outflow_btc,avg_tx_value,tx_count_in,tx_count_out,active_duration_days,in_out_ratio,temporal_entropy,address_count,entity_label
695,574.193,2292.1625,38.732654,6580,12421,2049,5.6682,0.626,9345,5
696,3053.1041,3625.0331,28.107281,19632,5316,1850,1.3252,0.1588,7806,0
697,1443.1599,2871.4421,27.635239,18243,5382,4843,0.8924,0.2062,6657,5
698,2906.1953,3336.065,5.737186,4782,9498,1238,7.5794,0.992,1923,9
699,771.822,3885.2487,6.30697,12874,19559,2019,0.1941,0.7531,8821,4
700,2405.7057,4311.0162,26.476728,18783,13495,518,9.5942,0.962,11212,1
701,2662.9518,1569.3843,13.44315,16527,16951,1439,5.201,0.2959,13814,0
702,259.1272,2690.1181,1.051943,11044,15753,4087,9.8319,0.1646,9917,5
703,1683.028,4200.542,36.141988,19854,4623,2053,0.6742,0.5031,12941,1
704,672.082,4947.2558,1.624427,16376,4133,4369,5.8769,0.4947,14325,8
705,316.8842,4447.5977,29.763883,17102,8831,4518,3.5583,0.1749,1129,8
706,4949.8013,1857.3426,26.959736,643,6996,2313,8.4505,0.7332,4562,0
707,1611.776,975.8406,48.440738,18933,2671,2260,3.6761,0.3618,8956,4
708,4049.3741,2446.9678,24.210709,11886,9365,3150,2.6788,0.1864,1020,7
709,1273.2107,3708.2098,3.180165,7550,18067,782,8.5898,0.332,5025,3
710,3407.5168,2462.8504,27.584443,13398,10042,2714,3.8091,0.5637,12166,2
711,3801.1417,2415.9095,42.054824,15075,9055,1245,0.2666,0.7265,7575,4
712,2978.1977,4191.1537,49.842465,13772,11638,2417,3.9639,0.4819,3928,4
713,2357.8862,1807.0253,21.517216,950,10758,976,6.5798,0.5256,2842,7
714,2059.2105,4298.9748,16.015005,16906,8491,3492,2.6182,0.1389,11140,5
715,1744.3478,2034.0299,45.332674,14733,12330,3426,4.3767,0.9147,5478,1
716,4647.6464,1641.1722,9.562187,16739,771,417,0.6615,0.9287,8867,0
717,4153.0987,2269.955,30.771484,17867,3855,215,5.9221,0.6834,1009,2
718,4825.1349,3812.2372,20.285781,9840,3119,3979,7.5873,0.0176,1227,1
719,621.4949,630.0189,2.054214,12824,18517,1136,4.1918,0.5371,1636,3
720,3654.3401,982.1041,17.364489,18600,9902,3776,4.2603,0.6292,12569,2
721,4691.7029,4757.2246,13.2615,18922,17375,1583,0.974,0.9947,13569,8
722,906.1735,877.4664,34.304589,14691,17095,4524,2.0992,0.9961,7262,4
723,332.4907,2838.6409,47.43953,6340,13523,733,1.6313,0.8576,8516,3
724,3705.6058,2896.5765,13.402433,10957,39,2747,4.8687,0.0638,11031,9
725,2872.3698,2448.1274,40.573316,3766,17660,2264,5.3396,0.9533,12003,8
726,4209.1455,3223.7298,2.768085,2828,16003,4509,9.4945,0.6127,7530,3
727,698.8705,1149.1413,26.906097,2059,4858,3805,0.825,0.8009,1686,5
728,3976.3386,2763.3158,3.527596,11520,16313,2428,6.0387,0.4072,13374,9
729,1008.1446,1860.8726,46.701656,731,1437,232,5.3123,0.3197,3713,0
730,818.2881,3308.3397,38.317587,1833,18484,4931,5.2107,0.4632,14523,1
731,821.3373,706.1263,32.89753,8601,7694,4354,8.7443,0.1469,7059,3
732,4072.8755,2854.3914,41.194837,15619,13219,403,2.1348,0.3571,8734,8
733,3325.9895,926.3599,32.376025,7171,4252,4866,0.5037,0.8576,2945,5
734,2615.3319,1393.2225,48.447223,4180,9306,65,6.7555,0.038,1328,5
735,1794.1588,1093.5568,35.697926,6300,10591,2238,3.5171,0.1509,5907,8
736,4386.0039,914.1971,46.232938,7831,19619,950,0.2741,0.1251,8831,3
737,1962.2316,4128.5565,25.856643,11440,7663,173,2.5886,0.4031,12724,2
738,4082.999,1428.545,5.853309,4803,3124,2676,3.1623,0.997,2261,6
739,2195.6802,4635.6196,26.408933,6616,17038,1251,6.2067,0.1734,1430,6
740,1884.7284,4849.6329,6.343729,6763,4159,3049,1.8086,0.1455,11058,8
741,2313.4043,2856.3066,29.624715,5544,8701,4006,4.1892,0.9151,9154,5
742,1506.8964,715.0142,24.124705,4884,10532,638,4.8765,0.8821,13446,1
743,3738.0494,1872.7475,31.128808,15740,9880,949,4.6465,0.0322,13205,5
744,2513.6069,3988.6633,0.502448,667,5544,2261,9.742,0.7517,2963,7
745,1161.0712,1836.96,9.742105,277,13981,1695,0.5505,0.6555,7387,5
746,4497.8739,435.0952,24.566572,14064,15157,4848,9.5146,0.7677,2469,8
747,1919.4623,2783.929,47.525183,882,9581,4758,5.8612,0.4945,14655,3
748,2717.7689,4225.6058,19.180514,2061,18582,143,7.9777,0.9914,3229,2
749,4532.3615,3979.634,21.218659,14678,3912,4582,4.3609,0.0438,14524,4
750,3121.1937,875.6239,35.734833,18467,13583,1461,4.593,0.2344,13788,2
751,584.499,3363.8263,30.189677,6703,11121,3888,8.8053,0.3965,14498,1
752,4699.1612,1102.5291,14.946378,9430,5236,293,8.9698,0.4498,8321,1
753,3138.544,1091.0455,20.540879,15854,4800,1644,2.463,0.9214,4400,3
754,1674.5347,4370.3601,10.885068,159,14226,2719,2.0725,0.56,3967,2
755,696.369,1248.3523,48.301076,15997,16710,838,5.0127,0.0451,9109,8
756,3970.128,1316.2441,6.531806,5230,3767,1038,9.0127,0.4079,5282,6
757,3100.3676,3.2769,18.591902,7957,4112,272,3.2913,0.4165,5018,5
758,2667.3101,4353.3465,1.292046,12567,7016,1959,6.5549,0.9655,5156,9
759,4469.464,3962.9761,11.089052,2527,6857,2370,7.1107,0.5992,1251,7
760,3942.9882,3136.6484,39.023579,7804,16491,806,7.8089,0.6357,10391,8
761,758.3829,3751.3313,10.058841,6575,2427,3175,5.6829,0.7133,4689,2
762,1558.6172,760.2513,4.003262,8734,14498,883,4.0843,0.77,14383,9
763,1242.4532,2291.6234,23.722712,17523,18916,832,9.6735,0.6351,4074,6
764,3719.734,1756.1034,0.498561,7258,11337,3172,6.1522,0.2372,3788,8
765,167.6718,468.8917,4.238399,3284,5317,2192,7.3128,0.874,9132,0
766,2849.4527,2430.6576,40.381313,15910,5363,2041,3.5153,0.7321,14996,9
767,3812.2958,4603.699,38.57369,11803,4694,1595,6.7325,0.7419,10471,8
768,4383.8294,200.3052,45.75695,7897,8991,1627,2.6522,0.9966,5659,6
769,1710.4153,1457.3117,42.725786,18804,15134,3585,2.5265,0.8025,9194,9
770,4106.2883,1037.7126,34.15881,13527,14179,274,7.1757,0.8292,3773,3
771,553.1676,1190.7409,2.616738,18141,10630,590,5.2618,0.9514,2213,5
772,4232.263,4542.1737,39.142453,11279,18396,2701,6.8644,0.1511,6868,5
773,637.452,2340.3506,42.275556,13243,14752,583,2.7674,0.4977,6964,5
774,1986.4425,2331.5024,39.954127,18691,426,3634,6.0274,0.5806,9803,1
775,3986.4789,3802.8806,25.424001,2571,3045,1991,4.4949,0.3293,9820,4
776,749.5956,772.4695,11.645169,325,11481,1259,6.0099,0.8394,5694,6
777,1146.2647,2436.3319,42.266514,9722,11107,2867,2.9797,0.7624,11330,5
778,3611.2656,2149.9318,36.358168,5646,6230,3739,7.183,0.7209,3992,2
779,3600.1855,2984.5575,49.038061,18330,1240,572,8.0787,0.9971,9296,4
780,3205.7418,4997.7885,7.784714,14405,6567,545,2.6732,0.2594,2188,7
781,3469.7453,3847.2468,11.283307,4487,19776,4223,3.0761,0.7355,14736,4
782,2713.6268,1989.3345,10.589986,2431,4214,4829,6.6454,0.5514,14244,9
783,1259.0028,4137.767,39.627009,19895,3007,4513,6.9863,0.313,12418,2
784,1728.4865,853.5501,9.345446,17230,7026,638,7.0706,0.1606,3033,8
785,907.9968,152.3281,3.333085,13157,19424,41,6.8587,0.8959,11006,2
786,4542.2537,1022.2498,49.92804,568,6559,4883,3.9888,0.5955,10686,1
787,2916.9631,1702.0644,1.240958,2180,1185,4393,4.0091,0.8249,3904,5
788,2004.2631,2552.9087,41.762219,2020,18969,1621,2.6227,0.5453,8221,7
789,2310.0344,3075.6496,18.268406,15920,14431,3673,1.6527,0.22,12252,5
790,4736.4172,4553.0295,42.080789,19704,8103,4138,6.9565,0.3375,13514,0
791,766.7655,2549.2749,27.731069,18705,13870,4129,1.0226,0.3815,9453,7
792,2931.1533,2506.3832,45.081571,18031,7117,1300,9.3841,0.9729,3671,0
793,2529.4483,251.2245,46.309657,3910,12938,4712,8.2842,0.0056,5728,8
794,3057.2751,174.5674,0.455008,8016,4384,160,8.5893,0.9857,4895,7
795,90.5607,2755.8043,3.770701,3421,18084,1953,9.076,0.9805,13651,5
796,4360.6208,2190.8987,12.518011,14886,4508,1732,4.1452,0.9962,5519,1
797,4660.5921,4195.9036,33.465804,16741,14736,2447,8.4823,0.4766,11703,8
798,2825.6703,803.4063,44.413621,7486,16520,3163,1.6648,0.9638,2337,7
799,3483.2572,124.8681,22.997152,19466,2026,1733,0.3143,0.3956,3324,3
800,4612.4977,2245.1993,30.348695,18665,19920,581,7.8704,0.0263,7121,1
801,3536.1961,1187.4004,9.425074,4132,4855,220,0.8405,0.2243,7860,5
802,762.7037,248.0814,40.248361,10653,5368,4475,9.8864,0.9453,100,0
803,2881.446,3622.9942,48.366409,14380,2891,1750,6.7805,0.0138,14228,6
804,3033.5792,557.9739,13.43002,14904,19142,1471,7.5592,0.546,3657,0
805,2120.6591,3041.6014,24.741348,15914,3774,4329,2.5335,0.0756,12710,5
806,3682.2238,1405.2559,4.305897,19172,15820,1395,6.7713,0.2864,6787,4
807,4671.8357,867.4885,27.956877,9471,1529,922,0.5279,0.0881,694,9
808,4627.8433,1898.7638,25.139222,16850,11821,2774,8.3945,0.8595,4802,2
809,2254.2023,4007.2309,7.22191,11541,5050,4463,1.7793,0.5911,8210,5
810,566.1991,1960.474,22.103366,17872,849,4577,7.0038,0.9021,14807,3
811,4924.2061,3753.8507,16.705299,4598,10120,3435,2.3224,0.6884,3710,5
812,4194.492,627.4402,26.091592,4537,10358,3583,0.7777,0.971,2771,3
813,623.3222,3863.8594,29.282758,16710,16168,1119,4.8668,0.5099,1031,0
814,4604.2102,1184.6743,0.424878,9958,12479,1866,1.7759,0.6387,14755,4
815,4349.4831,3386.9689,38.050323,4163,2122,4312,7.3215,0.5763,4476,7
816,2594.1951,2828.9121,35.650743,304,12911,725,2.4519,0.4843,14844,5
817,2956.3813,4645.7243,18.314383,5068,4682,712,3.4905,0.846,4210,9
818,1995.0195,1936.6187,2.646891,5025,14756,1826,5.7176,0.6445,6996,8
819,273.8176,330.8353,37.746651,7716,473,3927,2.9212,0.8013,14847,3
820,1675.9929,95.7872,47.758763,11227,18172,391,3.8421,0.7864,1620,9
821,4014.2692,4134.2945,12.007656,2632,114,1071,8.1747,0.191,9043,8
822,23.1701,2623.6829,16.176298,13413,13691,4488,1.8742,0.6502,10089,7
823,1667.5025,3876.2225,9.190726,15038,6474,2766,0.9138,0.1996,9168,2
824,1990.8495,1172.1357,28.846848,11648,8531,4481,3.3507,0.5833,14950,5
825,2686.9826,1725.4253,7.742154,12570,18670,2429,4.3013,0.6774,2517,3
826,4599.2789,150.5291,17.809762,2370,1197,4495,5.4723,0.9972,12381,0
827,1731.7365,4807.462,34.850681,11660,16463,2148,3.787,0.0305,9708,8
828,1734.7725,3339.3429,28.005843,529,6018,3573,7.9201,0.0912,7996,3
829,3687.5089,4666.0261,19.32319,10503,2653,4479,0.4893,0.077,1126,4
830,2261.0952,1327.4894,21.012538,4676,10833,2755,4.3745,0.3984,8685,2
831,1123.0319,3057.3219,28.105588,18048,5386,3264,3.8843,0.8216,6907,3
832,2262.2031,3392.5031,0.293336,19749,14709,3826,6.511,0.8441,5605,8
833,704.2937,1587.7553,3.925586,2342,17212,3417,9.6661,0.737,3037,6
834,881.9432,4240.5477,44.062915,13920,14572,2058,5.1527,0.8969,2527,7
835,2491.8439,4735.8078,3.894042,14731,11003,2312,9.8701,0.3229,14324,2
836,2094.6331,4424.2767,35.340209,15257,3386,2880,3.0923,0.0882,167,2
837,4574.2304,3695.3375,46.001916,4906,1966,3643,0.4056,0.0582,12428,6
838,1811.9759,1387.3306,13.534253,15540,2428,2610,1.7401,0.8521,4190,7
839,2902.9459,1408.0874,18.524635,15256,2842,1431,4.0117,0.7304,7349,4
840,3161.3251,4816.802,28.446113,8885,6564,1914,3.2317,0.6986,576,0
841,65.4822,51.4324,44.08546,9144,14388,758,1.0608,0.3397,7172,2
842,3317.6902,3580.2527,47.095285,5951,5841,2135,4.3833,0.3799,8798,4
843,890.1881,3531.2338,36.978188,1361,15155,1913,3.4473,0.9581,3344,2
844,4805.352,3113.4515,4.331079,5128,14094,1740,1.3139,0.0638,1819,0
845,743.3222,4950.5443,33.457741,14253,4353,3218,3.0316,0.7737,9348,6
846,2073.1265,1559.4041,20.515245,8731,185,4757,8.8757,0.3096,12872,0
847,426.7575,1699.8659,23.535103,3926,10385,1135,3.0903,0.0391,9008,9
848,4984.3713,394.7062,2.457515,8464,14320,3713,7.1682,0.7426,6024,5
849,2510.98,2213.9963,9.553188,17413,8438,765,6.1593,0.3309,10833,5
850,2976.9291,1305.25,39.525701,1243,10427,2726,4.3291,0.7221,9728,6
851,335.3917,1716.9401,22.697996,8785,7505,3369,2.4664,0.7077,10926,0
852,3749.8049,4172.8606,15.083182,9798,18472,3498,3.7532,0.5348,7980,2
853,1049.5359,4677.4232,19.201015,6407,601,1673,5.9619,0.7774,9155,8
854,4490.2725,928.6735,42.71999,19762,7805,3406,3.5725,0.581,11227,1
855,1025.7062,1862.5509,37.449976,13966,13250,583,2.2275,0.2866,5172,4
856,953.4467,4643.1535,13.615843,13734,5538,4767,1.253,0.7341,10240,2
857,182.758,309.0517,5.87518,17825,19418,4634,8.8097,0.5891,5410,4
858,2360.34,461.8117,12.599986,3627,18441,1822,4.4591,0.0127,4542,6
859,2824.21,813.9633,46.03783,10075,14686,1186,6.2896,0.9016,6381,0
860,328.5525,2976.0682,29.079484,16569,8725,4526,4.9551,0.5456,3861,2
861,3877.6403,752.3699,26.674057,8032,5085,1638,8.7384,0.8686,1515,5
862,2266.4496,4840.3822,29.81972,3189,2043,2181,5.5147,0.8827,11544,6
863,2621.9561,2233.5782,18.301477,2946,16742,189,4.8597,0.445,1068,9
864,2203.8193,2507.5948,40.35537,6766,16762,1747,9.2535,0.5077,882,2
865,2003.8213,1233.3006,26.16436,18859,13337,3827,7.2249,0.4158,6910,3
866,2798.2061,2354.8066,5.837483,10808,13415,2621,1.2043,0.4494,5033,5
867,776.2097,3309.5715,6.453343,10205,4798,3946,1.8593,0.8951,14237,4
868,909.6488,3755.8882,26.843004,9353,3308,2327,7.8925,0.7881,6503,8
869,4308.9295,3769.3429,46.828517,4600,13722,1185,8.3749,0.1265,14982,0
870,4730.5778,2889.4598,15.417675,4314,2597,2794,5.4974,0.6103,3640,4
871,1866.5528,4521.7998,43.477071,2219,17168,2947,5.5891,0.9959,9742,0
872,1353.7307,4087.0411,38.204803,13787,18764,2501,6.3561,0.5956,10930,7
873,3220.0013,3785.243,12.390697,17537,11796,4947,4.4472,0.7859,4558,6
874,2043.6768,278.0371,1.817134,57,14985,170,6.834,0.7691,8293,4
875,126.9415,34.3997,5.092453,12534,12135,4926,1.174,0.3503,3533,5
876,780.7714,1062.2443,36.424724,144,10783,2746,9.6167,0.3718,2817,3
877,3579.864,3317.6213,9.983567,7219,9235,1081,7.5265,0.7241,6412,8
878,3294.6231,2055.9933,18.563609,8560,18923,1264,6.3486,0.5,408,2
879,135.4897,2012.0373,25.085008,616,14619,4865,3.2316,0.5706,7205,1
880,1109.8686,4422.9356,36.273436,8063,17246,4454,1.6935,0.7129,2516,6
881,1155.3817,4477.8153,5.66165,11521,18261,2249,4.1525,0.7776,8134,1
882,3359.467,4545.8772,20.31838,5978,10028,3909,6.6496,0.2715,1740,5
883,98.5625,1569.3972,24.253697,11420,13987,1326,6.3737,0.1468,4053,7
884,520.5519,3455.2822,27.041399,9781,12401,3178,3.8881,0.2918,259,2
885,3999.5824,1358.1732,40.91805,10682,3527,3874,6.1715,0.5075,8701,2
886,892.7315,953.0573,8.583993,6985,11594,2149,8.1561,0.3421,5787,2
887,3263.734,923.1704,40.391592,4972,1623,1689,0.3602,0.5684,12014,0
888,1190.9215,1710.5447,34.643952,945,5519,2986,4.5611,0.0535,12597,8
889,497.216,2149.7938,27.793585,9115,2658,2077,7.6097,0.5098,3684,4
890,1215.8685,4154.7475,34.976424,7079,18317,1530,5.5068,0.368,4721,8
891,3611.3374,599.4643,20.600946,18131,8700,1462,6.5496,0.5347,14446,4
892,4278.4838,3674.6319,6.919965,12313,13956,1403,5.2151,0.4225,3727,6
893,4151.101,2657.2793,33.288295,5784,19863,73,9.9196,0.2842,679,0
894,1985.9237,1439.7338,26.233663,9752,2657,4350,0.6408,0.9041,9476,8
895,3340.429,2464.103,31.968776,6908,16674,4035,4.9613,0.1848,13969,0
896,1024.9294,1499.7173,16.900005,19311,5859,4612,1.005,0.6814,13030,3
897,1465.7457,2980.4138,45.343338,17474,19214,2797,1.6819,0.9246,9099,6
898,4481.6801,2169.2253,29.368535,2958,10402,4517,3.8921,0.5387,8460,8
899,65.0195,822.036,4.270216,18997,8759,2494,1.6398,0.8764,6127,0
900,427.5518,582.9242,22.490255,6048,1474,4975,9.6405,0.1249,11296,5
901,1039.4392,2733.4829,37.817827,6250,13282,4232,9.4732,0.4938,13228,9
902,132.6708,4512.0661,39.706749,16348,15965,3577,3.4275,0.457,4907,4
903,907.1854,1719.795,24.729903,3760,18372,33,6.4335,0.0081,7899,2
904,2915.212,3665.0032,44.737389,4264,12058,2695,5.3842,0.4433,1201,9
905,2107.1285,3293.3102,13.383495,10282,7674,4374,8.1743,0.369,14440,1
906,4463.3596,4657.7753,20.529994,1903,19645,4846,6.3117,0.6698,5356,0
907,4087.2196,4104.9069,44.929856,2568,14282,3599,0.1025,0.9383,1117,1
908,1709.0933,2833.0306,44.812846,10191,3252,2393,7.6554,0.0858,6345,3
909,1297.1246,3285.1559,34.28567,8076,5055,4113,7.4938,0.3275,5931,5
910,1898.4682,4491.9333,42.949041,2995,1717,2872,5.1463,0.4441,9091,4
911,2951.4788,1997.5999,4.438754,5230,9205,2678,9.0389,0.4552,10983,3
912,1340.3255,1633.9803,43.249762,2011,14107,1402,9.0936,0.7748,13213,7
913,3120.7483,54.0653,16.031063,7378,1311,818,5.2867,0.4434,14079,6
914,2047.0642,4132.7571,8.916658,13037,17002,1661,6.1191,0.0272,10837,3
915,2760.2404,4004.9055,11.968568,17215,15883,4563,9.9656,0.7101,1059,9
916,2180.6383,522.2815,20.898484,49,4258,4724,3.0583,0.8848,7285,4
917,1472.3359,2884.2911,12.559675,4211,15847,2439,3.3137,0.5139,688,9
918,4742.2671,2319.9139,16.028447,17563,10421,2984,1.9095,0.5811,5578,4
919,3818.0313,593.5543,6.749011,14839,13013,1211,8.9691,0.1629,5591,2
920,700.5745,4902.8413,14.808909,16039,469,600,7.4704,0.2206,14247,8
921,4342.3412,1073.4873,28.614233,7879,5906,1847,1.1459,0.2352,8153,4
922,2437.1611,336.1802,22.092741,16455,12309,1856,9.8195,0.4307,7064,9
923,4472.7622,2974.2409,17.336003,15348,15635,1888,7.3365,0.9281,8980,1
924,3999.2783,3694.336,37.322632,7880,14802,680,8.5202,0.5218,12687,3
925,2126.0733,162.2269,44.675509,18162,17524,3253,0.5767,0.1921,10837,3
926,112.3563,3293.5916,37.839485,13255,9629,1836,5.0991,0.2661,10357,4
927,1343.3941,2661.4641,16.600102,7381,8729,4031,7.0161,0.384,12650,7
928,2708.1757,516.334,37.222134,2229,17336,2178,5.4752,0.6233,8396,4
929,3167.3948,862.6277,7.599094,9815,11006,149,6.6998,0.44,11410,0
930,1289.4458,2839.8758,6.515986,8889,19391,1496,8.197,0.3924,2492,1
931,696.789,1481.7951,17.281417,6392,7891,4914,3.8059,0.5647,4823,2
932,4174.6528,4691.5793,40.385138,9430,7078,1745,8.5018,0.2418,10231,2
933,4922.0111,4093.703,12.317488,18791,1972,1647,1.7129,0.0789,13929,9
934,2628.4557,4917.8362,3.162764,638,13569,2996,2.7818,0.0244,7005,5
935,858.4047,1298.3616,6.585564,17334,1192,1673,0.5291,0.2513,11561,8
936,1361.5439,4848.6185,42.937263,10097,12821,1940,3.7078,0.0916,7012,9
937,91.9632,2156.175,31.689201,3588,7766,658,3.8611,0.3363,5701,0
938,4571.4949,1737.6005,12.660133,1112,10255,3668,8.0722,0.7729,11751,5
939,588.7642,251.7571,27.764836,8368,3047,1054,6.566,0.7163,12250,8
940,2882.5866,263.8358,26.379028,723,11751,4072,4.4236,0.6109,4863,3
941,1370.2834,3460.0594,32.771833,4867,12704,577,6.5559,0.8525,5351,9
942,2770.8945,2289.6504,11.659454,10140,16689,3096,0.6226,0.2821,9419,2
943,3257.1054,1132.6159,43.220163,17087,8044,3032,1.8847,0.8851,14698,5
944,4148.7107,3069.8554,15.468497,2129,4909,4819,6.3068,0.3992,12683,5
945,1032.1143,1264.2981,34.706613,9119,10628,4780,6.4495,0.4009,12536,1
946,54.989,2888.163,0.806331,2518,2805,4838,7.7639,0.4054,11704,4
947,684.4368,1796.0501,18.632919,17534,10177,2973,4.0897,0.0981,9106,0
948,4500.0942,4117.7629,17.585556,14229,3937,3949,7.2533,0.9755,9612,8
949,4369.4516,4103.4826,27.174267,14180,17097,2046,6.8714,0.1385,10896,8
950,2987.0695,2386.7572,3.636906,18263,9874,3937,9.6376,0.3409,14107,2
951,3002.5883,1754.102,39.50659,9676,11391,2949,2.2298,0.3193,356,4
952,3325.1867,1812.8054,10.889118,310,8367,1628,5.5616,0.0747,3473,2
953,876.8646,4028.5746,33.851923,3953,19590,1489,6.0575,0.1523,8433,6
954,4572.0606,1640.9041,40.160626,19434,14615,4146,9.9866,0.0449,10103,0
955,2093.8584,1045.3048,28.093892,13872,6507,4199,2.0917,0.2924,10469,4
956,1915.6988,423.4509,37.044186,9693,18157,4464,5.2799,0.8667,7711,5
957,2594.5933,2333.4709,33.093049,16,17459,936,3.5272,0.3394,8813,6
958,234.8394,2410.6657,17.776554,16990,8784,3564,5.3063,0.1237,13851,2
959,831.4252,4204.5451,40.442946,16006,11171,3630,2.3981,0.6457,855,6
960,3690.1707,1106.2013,14.735139,14279,14610,1715,0.5714,0.9966,11936,3
961,414.0025,1904.9626,28.560689,14818,7323,1803,5.7684,0.2323,14865,9
962,3015.7645,4042.0306,37.269912,9760,12175,1421,3.425,0.2796,10507,5
963,1226.7531,4118.1198,18.947858,15665,16209,3592,1.9012,0.9718,11393,4
964,1946.4842,1923.0615,15.13845,6413,2411,3521,3.307,0.1788,6364,3
965,1443.4758,2295.6255,22.967355,10197,13637,3312,0.5879,0.5112,13394,5
966,1778.37,1516.4364,40.898193,8508,9040,2306,9.5094,0.2397,6705,2
967,3595.2323,4662.7751,46.496095,4821,14991,1996,5.8534,0.9324,3625,2
968,1485.6156,593.2276,27.254216,7836,6442,1968,8.1662,0.9815,5447,4
969,2832.0275,4668.7478,33.073344,1850,8686,3715,4.2889,0.8147,9253,4
970,2380.2573,3419.3354,45.163691,13588,13779,4036,9.0428,0.3148,8574,8
971,3318.3592,2657.8654,4.927433,1954,13192,4486,4.8849,0.4035,6032,3
972,4684.1493,163.305,11.604006,19154,9733,4869,5.7821,0.2423,6183,4
973,3662.8632,2377.9862,35.445029,12732,3957,3459,4.9688,0.8908,1133,8
974,1074.7097,2038.7464,41.187241,19431,6554,394,7.3595,0.9146,2477,3
975,155.9254,806.1024,42.851466,6841,19479,4779,5.7099,0.4189,3136,2
976,1311.3276,3282.0515,20.755417,5067,2366,3731,2.7888,0.6565,11031,6
977,2975.3937,4855.7548,4.467086,2416,6669,4366,1.5408,0.1656,2080,6
978,257.1386,2810.9484,21.88913,2390,5001,4245,6.1006,0.4349,945,7
979,2481.8363,3573.7692,11.536806,16212,19732,4907,4.9429,0.6315,5841,3
980,2984.2183,342.2616,14.559894,764,3676,28,1.0502,0.3854,3963,3
981,1671.2261,2088.3408,38.613401,17200,12908,3492,4.0166,0.3576,6675,8
982,3854.5633,581.8013,3.776447,6256,17337,4262,5.1963,0.001,12394,9
983,533.0002,3063.983,41.379078,17262,19685,1174,8.2862,0.8043,10722,6
984,375.6982,4692.4114,21.383512,7174,19564,339,0.8534,0.8893,12494,2
985,3640.9465,3308.892,29.803237,10519,15137,1069,3.5501,0.9695,11511,8
986,2477.4616,384.0245,4.482703,10253,11156,842,8.2443,0.7193,835,4
987,3442.0151,1773.3375,16.86802,12448,12220,4285,6.5194,0.5488,3751,3
988,2174.1423,2753.3214,4.485137,15090,3248,4747,2.9706,0.2693,4185,0
989,1232.0177,2016.0447,48.07719,9396,4416,294,8.4688,0.9993,11580,8
990,4095.5134,4168.2217,40.363102,12068,19742,1858,4.9836,0.5898,7179,5
991,3997.0814,4073.3569,22.981692,19208,6473,1323,5.0337,0.6812,5169,1
992,3473.4854,3059.159,11.180205,5288,4849,1648,9.7682,0.6824,4992,6
993,1360.733,1867.296,46.672762,19670,1038,4899,9.4765,0.8453,8147,2
994,2951.1574,1276.6893,17.229895,13462,15635,3621,3.6495,0.0097,13885,5
995,1804.8759,529.3805,8.049305,13403,8263,4527,1.4917,0.2202,5291,7
996,457.9195,1774.4949,28.158263,7434,11067,3095,3.3241,0.6655,4239,2
997,4586.5687,2065.8685,47.188712,11285,15555,3492,0.4018,0.8951,8399,4
998,684.1018,3379.1179,0.191614,4827,7009,3496,0.3056,0.6853,8166,5
999,4751.1873,3290.8025,11.906318,3665,15264,4583,4.0157,0.4135,3535,0
1000,2230.0344,350.55,46.922388,10529,16239,3802,9.4161,0.3616,14845,9
1001,925.6728,1976.3026,8.554381,498,5643,89,8.7264,0.7379,2053,6
1002,2709.5093,908.9025,5.662261,7642,16490,4367,5.1633,0.7412,12499,3
1003,4364.7304,784.072,28.509404,4644,17154,1957,5.6957,0.6071,8152,9
1004,3661.1271,4136.5125,43.092205,5057,19325,900,0.1587,0.2915,29,6
1005,4032.8077,209.5857,23.855543,132,14532,3478,2.2335,0.9252,9406,6
1006,3293.9202,2095.9202,49.728213,5444,10385,1745,0.3453,0.5519,8380,4
1007,3461.3859,841.0266,33.958617,17242,16337,4374,7.5699,0.7905,1861,7
1008,4245.9798,4396.6523,3.703838,13444,13662,2254,1.5419,0.2143,7935,7
1009,1248.3475,2785.207,49.641607,8713,11688,3662,8.7036,0.344,13462,4
1010,2447.1299,1156.9109,20.394771,8222,13405,2961,6.4689,0.8746,2573,4
1011,1106.055,2512.1414,14.370198,15661,4356,1634,2.3712,0.0501,8052,6
1012,4938.3402,3657.4345,27.894003,6148,934,862,1.6614,0.5123,6129,5
1013,4720.2973,4790.5905,15.215449,11589,8767,4702,6.3135,0.4817,4015,3
1014,197.1437,1102.2378,4.322967,4605,5907,1014,9.0183,0.7512,13678,1
1015,3527.8788,4430.91,0.071517,9453,12573,3300,7.2118,0.2819,4253,7
1016,4626.2423,4671.5212,22.479223,17943,12280,1507,3.5506,0.2191,2128,2
1017,902.8849,4582.1036,41.843187,16400,10724,3206,5.9151,0.9261,10084,1
1018,2839.7305,3177.0754,28.615802,3606,10612,4804,3.1765,0.5717,13585,9
1019,4577.4423,3149.107,49.960365,13285,8262,978,9.9916,0.1047,2708,6
1020,169.7396,2016.0591,14.342404,1608,4475,3462,7.5135,0.193,9934,9
1021,3487.1044,3761.9919,14.022825,11710,16639,1818,6.1824,0.9988,10866,5
1022,1486.7521,2656.4748,7.987557,2017,4788,3685,4.2903,0.1956,1814,7
1023,4621.9817,3387.1936,8.203263,3575,13576,4059,6.2197,0.6105,12520,5
1024,4855.2915,2142.2952,14.259401,13542,7863,2635,3.482,0.4201,7817,6
1025,4721.333,3657.485,39.642023,7275,10957,4902,0.3858,0.8856,8352,1
